lsoa_code,borough,major_category,minor_category,value,year,month
E01002327,Havering,Violence Against the Person,Offensive Weapon,0,2016,6
E01004199,Tower Hamlets,Criminal Damage,Other Criminal Damage,0,2016,11
E01002274,Havering,Sexual Offences,Other Sexual,0,2016,2
E01000924,Camden,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,7
E01001225,Ealing,Burglary,Burglary in Other Buildings,0,2016,9
E01003143,Lambeth,Robbery,Business Property,0,2016,4
E01000151,Barnet,Robbery,Personal Property,0,2016,2
E01002457,Hillingdon,Violence Against the Person,Wounding/GBH,0,2016,4
E01000444,Bexley,Burglary,Burglary in Other Buildings,0,2016,5
E01002261,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,2
E01002984,Kingston upon Thames,Criminal Damage,Criminal Damage To Other Building,0,2016,1
E01003917,Southwark,Violence Against the Person,Other violence,1,2016,3
E01001813,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,7
E01000200,Barnet,Drugs,Possession Of Drugs,0,2016,12
E01033726,Greenwich,Other Notifiable Offences,Going Equipped,0,2016,7
E01001216,Ealing,Violence Against the Person,Harassment,0,2016,12
E01000313,Barnet,Fraud or Forgery,Counted per Victim,0,2016,10
E01003184,Lambeth,Robbery,Business Property,0,2016,3
E01003937,Southwark,Theft and Handling,Theft From Shops,0,2016,10
E01002358,Havering,Drugs,Drug Trafficking,0,2016,9
E01001027,Croydon,Theft and Handling,Theft From Motor Vehicle,0,2016,2
E01001529,Enfield,Violence Against the Person,Other violence,0,2016,11
E01001887,Hammersmith and Fulham,Burglary,Burglary in Other Buildings,0,2016,7
E01003367,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,4
E01001939,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,1,2016,10
E01003674,Redbridge,Drugs,Possession Of Drugs,0,2016,10
E01001054,Croydon,Robbery,Personal Property,0,2016,6
E01003258,Lewisham,Violence Against the Person,Harassment,6,2016,4
E01000728,Bromley,Violence Against the Person,Offensive Weapon,0,2016,8
E01001608,Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2016,3
E01000842,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,8
E01002687,Hounslow,Criminal Damage,Other Criminal Damage,0,2016,4
E01001532,Enfield,Drugs,Possession Of Drugs,0,2016,5
E01032790,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,9
E01003116,Lambeth,Criminal Damage,Criminal Damage To Dwelling,1,2016,7
E01003179,Lambeth,Robbery,Business Property,0,2016,4
E01002425,Hillingdon,Other Notifiable Offences,Other Notifiable,0,2016,2
E01004186,Sutton,Theft and Handling,Other Theft,0,2016,2
E01004620,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,0,2016,1
E01004314,Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,5
E01000355,Bexley,Violence Against the Person,Wounding/GBH,0,2016,9
E01004687,Westminster,Violence Against the Person,Offensive Weapon,0,2016,10
E01000292,Barnet,Violence Against the Person,Offensive Weapon,0,2016,7
E01001102,Croydon,Burglary,Burglary in Other Buildings,0,2016,10
E01002609,Hounslow,Drugs,Possession Of Drugs,0,2016,10
E01002147,Harrow,Criminal Damage,Criminal Damage To Other Building,0,2016,1
E01000473,Brent,Other Notifiable Offences,Going Equipped,0,2016,6
E01003345,Lewisham,Violence Against the Person,Offensive Weapon,0,2016,4
E01004046,Southwark,Other Notifiable Offences,Going Equipped,0,2016,2
E01001825,Hackney,Burglary,Burglary in Other Buildings,1,2016,5
E01000864,Camden,Fraud or Forgery,Counted per Victim,0,2016,4
E01003817,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,2,2016,12
E01002046,Haringey,Theft and Handling,Other Theft Person,1,2016,12
E01003843,Richmond upon Thames,Theft and Handling,Other Theft,0,2016,3
E01001800,Hackney,Drugs,Other Drugs,0,2016,4
E01003096,Lambeth,Violence Against the Person,Other violence,0,2016,10
E01003313,Lewisham,Criminal Damage,Criminal Damage To Other Building,0,2016,6
E01003958,Southwark,Violence Against the Person,Offensive Weapon,0,2016,4
E01004139,Sutton,Violence Against the Person,Assault with Injury,0,2016,6
E01004215,Tower Hamlets,Burglary,Burglary in Other Buildings,0,2016,1
E01003318,Lewisham,Fraud or Forgery,Other Fraud & Forgery,0,2016,2
E01003257,Lewisham,Criminal Damage,Criminal Damage To Dwelling,1,2016,5
E01002640,Hounslow,Drugs,Drug Trafficking,0,2016,1
E01001406,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,8
E01000797,Bromley,Robbery,Personal Property,0,2016,2
E01000996,Croydon,Criminal Damage,Other Criminal Damage,0,2016,9
E01000122,Barnet,Violence Against the Person,Wounding/GBH,0,2016,10
E01002776,Islington,Drugs,Possession Of Drugs,2,2016,1
E01001527,Enfield,Violence Against the Person,Wounding/GBH,0,2016,1
E01004399,Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,3
E01003169,Lambeth,Theft and Handling,Handling Stolen Goods,0,2016,1
E01004458,Waltham Forest,Violence Against the Person,Common Assault,2,2016,8
E01001613,Greenwich,Criminal Damage,Criminal Damage To Dwelling,1,2016,3
E01000643,Brent,Violence Against the Person,Offensive Weapon,0,2016,6
E01002839,Kensington and Chelsea,Violence Against the Person,Wounding/GBH,2,2016,7
E01002130,Harrow,Criminal Damage,Criminal Damage To Dwelling,0,2016,9
E01001742,Hackney,Violence Against the Person,Other violence,0,2016,2
E01000557,Brent,Criminal Damage,Criminal Damage To Other Building,0,2016,2
E01000194,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,7
E01001713,Greenwich,Burglary,Burglary in a Dwelling,5,2016,5
E01000724,Bromley,Violence Against the Person,Other violence,0,2016,12
E01002491,Hillingdon,Theft and Handling,Other Theft,2,2016,3
E01002289,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,2
E01003135,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2016,12
E01003080,Lambeth,Robbery,Business Property,0,2016,9
E01002659,Hounslow,Criminal Damage,Other Criminal Damage,0,2016,11
E01033739,Greenwich,Drugs,Possession Of Drugs,2,2016,11
E01004188,Sutton,Burglary,Burglary in Other Buildings,0,2016,1
E01003818,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,0,2016,12
E01033586,Newham,Theft and Handling,Theft From Motor Vehicle,1,2016,12
E01002495,Hillingdon,Drugs,Drug Trafficking,0,2016,4
E01002125,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,3
E01003705,Redbridge,Theft and Handling,Other Theft Person,0,2016,3
E01002465,Hillingdon,Theft and Handling,Other Theft Person,0,2016,6
E01001582,Greenwich,Violence Against the Person,Offensive Weapon,0,2016,1
E01003734,Redbridge,Violence Against the Person,Harassment,1,2016,10
E01001481,Enfield,Robbery,Business Property,0,2016,4
E01003264,Lewisham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,11
E01001950,Hammersmith and Fulham,Other Notifiable Offences,Other Notifiable,0,2016,6
E01002542,Hillingdon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,1
E01002276,Havering,Theft and Handling,Other Theft Person,0,2016,8
E01001807,Hackney,Theft and Handling,Handling Stolen Goods,0,2016,11
E01002836,Kensington and Chelsea,Criminal Damage,Criminal Damage To Dwelling,0,2016,12
E01002791,Islington,Theft and Handling,Other Theft,4,2016,11
E01002754,Islington,Violence Against the Person,Wounding/GBH,0,2016,11
E01003124,Lambeth,Violence Against the Person,Other violence,0,2016,9
E01000278,Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,4
E01003233,Lewisham,Burglary,Burglary in Other Buildings,0,2016,3
E01002642,Hounslow,Theft and Handling,Handling Stolen Goods,0,2016,4
E01001460,Enfield,Burglary,Burglary in a Dwelling,2,2016,10
E01000491,Brent,Criminal Damage,Criminal Damage To Dwelling,2,2016,10
E01000906,Camden,Robbery,Business Property,0,2016,6
E01004449,Waltham Forest,Theft and Handling,Other Theft,0,2016,8
E01004057,Southwark,Drugs,Possession Of Drugs,2,2016,1
E01000145,Barnet,Violence Against the Person,Harassment,1,2016,3
E01004005,Southwark,Violence Against the Person,Harassment,6,2016,7
E01004341,Waltham Forest,Violence Against the Person,Harassment,1,2016,3
E01002179,Harrow,Violence Against the Person,Common Assault,1,2016,1
E01033030,Hounslow,Burglary,Burglary in Other Buildings,0,2016,12
E01001034,Croydon,Violence Against the Person,Offensive Weapon,0,2016,4
E01002753,Islington,Drugs,Other Drugs,0,2016,10
E01002192,Harrow,Robbery,Personal Property,0,2016,9
E01002323,Havering,Violence Against the Person,Wounding/GBH,0,2016,4
E01000910,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,1
E01000580,Brent,Violence Against the Person,Offensive Weapon,0,2016,8
E01033456,Brent,Violence Against the Person,Other violence,1,2016,1
E01001387,Ealing,Other Notifiable Offences,Other Notifiable,0,2016,10
E01003489,Newham,Drugs,Possession Of Drugs,0,2016,8
E01001042,Croydon,Theft and Handling,Handling Stolen Goods,0,2016,9
E01032778,Tower Hamlets,Drugs,Possession Of Drugs,1,2016,3
E01002930,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,9
E01004616,Wandsworth,Drugs,Possession Of Drugs,0,2016,9
E01002531,Hillingdon,Violence Against the Person,Harassment,2,2016,2
E01002434,Hillingdon,Violence Against the Person,Assault with Injury,0,2016,10
E01003222,Lewisham,Theft and Handling,Theft From Shops,0,2016,12
E01001507,Enfield,Burglary,Burglary in Other Buildings,0,2016,2
E01003150,Lambeth,Burglary,Burglary in a Dwelling,0,2016,9
E01003311,Lewisham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,6
E01004469,Waltham Forest,Criminal Damage,Other Criminal Damage,0,2016,7
E01002222,Harrow,Theft and Handling,Other Theft Person,0,2016,7
E01032784,Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,1,2016,1
E01032780,Tower Hamlets,Drugs,Drug Trafficking,0,2016,5
E01000620,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,1
E01003605,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,7
E01000742,Bromley,Violence Against the Person,Offensive Weapon,0,2016,8
E01000163,Barnet,Drugs,Drug Trafficking,0,2016,1
E01000806,Bromley,Robbery,Business Property,0,2016,2
E01003352,Lewisham,Theft and Handling,Handling Stolen Goods,0,2016,7
E01004135,Sutton,Theft and Handling,Handling Stolen Goods,0,2016,9
E01000733,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2016,10
E01004652,Westminster,Fraud or Forgery,Counted per Victim,0,2016,7
E01004317,Tower Hamlets,Burglary,Burglary in Other Buildings,7,2016,1
E01001889,Hammersmith and Fulham,Violence Against the Person,Other violence,0,2016,3
E01004546,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2016,5
E01001674,Greenwich,Theft and Handling,Other Theft Person,0,2016,3
E01002138,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,8
E01000297,Barnet,Theft and Handling,Theft From Shops,0,2016,10
E01003858,Richmond upon Thames,Criminal Damage,Other Criminal Damage,0,2016,11
E01001590,Greenwich,Violence Against the Person,Wounding/GBH,0,2016,10
E01000289,Barnet,Theft and Handling,Handling Stolen Goods,0,2016,6
E01002837,Kensington and Chelsea,Theft and Handling,Theft From Motor Vehicle,5,2016,12
E01004386,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,7
E01004291,Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,0,2016,8
E01003772,Redbridge,Theft and Handling,Theft From Shops,0,2016,1
E01000028,Barking and Dagenham,Theft and Handling,Other Theft,0,2016,6
E01000041,Barking and Dagenham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,5
E01001637,Greenwich,Drugs,Drug Trafficking,0,2016,12
E01000845,Camden,Theft and Handling,Other Theft,0,2016,8
E01000316,Barnet,Criminal Damage,Criminal Damage To Dwelling,0,2016,5
E01003477,Merton,Robbery,Business Property,0,2016,5
E01003293,Lewisham,Criminal Damage,Criminal Damage To Dwelling,1,2016,8
E01002804,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,8
E01000978,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,7
E01002105,Haringey,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,12
E01002190,Harrow,Other Notifiable Offences,Other Notifiable,0,2016,6
E01003377,Merton,Other Notifiable Offences,Going Equipped,0,2016,12
E01002874,Kensington and Chelsea,Burglary,Burglary in a Dwelling,0,2016,4
E01004302,Tower Hamlets,Violence Against the Person,Common Assault,3,2016,7
E01000187,Barnet,Violence Against the Person,Other violence,0,2016,1
E01000960,Camden,Violence Against the Person,Offensive Weapon,0,2016,12
E01001816,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,4
E01002594,Hounslow,Violence Against the Person,Wounding/GBH,0,2016,9
E01001106,Croydon,Theft and Handling,Theft From Shops,0,2016,10
E01002291,Havering,Burglary,Burglary in Other Buildings,3,2016,3
E01000559,Brent,Robbery,Business Property,0,2016,3
E01004110,Sutton,Violence Against the Person,Harassment,3,2016,2
E01001688,Greenwich,Theft and Handling,Other Theft Person,1,2016,5
E01002240,Harrow,Theft and Handling,Other Theft Person,0,2016,11
E01004368,Waltham Forest,Robbery,Personal Property,1,2016,6
E01001946,Hammersmith and Fulham,Theft and Handling,Other Theft Person,0,2016,1
E01003548,Newham,Violence Against the Person,Wounding/GBH,1,2016,2
E01001571,Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,9
E01003396,Merton,Theft and Handling,Theft From Shops,0,2016,9
E01002415,Hillingdon,Violence Against the Person,Wounding/GBH,0,2016,2
E01003615,Newham,Theft and Handling,Handling Stolen Goods,0,2016,10
E01002367,Havering,Violence Against the Person,Common Assault,0,2016,7
E01004387,Waltham Forest,Violence Against the Person,Assault with Injury,0,2016,2
E01003866,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,6
E01003927,Southwark,Other Notifiable Offences,Other Notifiable,1,2016,6
E01002287,Havering,Theft and Handling,Theft From Motor Vehicle,1,2016,11
E01003427,Merton,Violence Against the Person,Assault with Injury,1,2016,6
E01001710,Greenwich,Theft and Handling,Theft From Motor Vehicle,1,2016,5
E01003690,Redbridge,Other Notifiable Offences,Other Notifiable,0,2016,3
E01000823,Bromley,Theft and Handling,Handling Stolen Goods,0,2016,7
E01001232,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,1
E01003576,Newham,Burglary,Burglary in Other Buildings,0,2016,9
E01002914,Kensington and Chelsea,Theft and Handling,Theft From Shops,3,2016,5
E01000428,Bexley,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,11
E01001031,Croydon,Other Notifiable Offences,Other Notifiable,0,2016,7
E01001332,Ealing,Robbery,Business Property,0,2016,9
E01003118,Lambeth,Burglary,Burglary in Other Buildings,0,2016,4
E01001006,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,1
E01000265,Barnet,Violence Against the Person,Other violence,0,2016,6
E01004736,Westminster,Theft and Handling,Handling Stolen Goods,1,2016,8
E01000031,Barking and Dagenham,Violence Against the Person,Assault with Injury,0,2016,4
E01004668,Westminster,Criminal Damage,Criminal Damage To Other Building,0,2016,9
E01002407,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,1,2016,5
E01000127,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,3
E01000939,Camden,Theft and Handling,Theft From Shops,0,2016,3
E01003498,Newham,Robbery,Personal Property,2,2016,10
E01002094,Haringey,Drugs,Possession Of Drugs,0,2016,9
E01003796,Redbridge,Criminal Damage,Criminal Damage To Dwelling,0,2016,2
E01004329,Waltham Forest,Criminal Damage,Criminal Damage To Other Building,1,2016,2
E01001158,Croydon,Theft and Handling,Handling Stolen Goods,0,2016,10
E01003471,Merton,Theft and Handling,Theft From Shops,0,2016,5
E01004421,Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,10
E01001664,Greenwich,Theft and Handling,Handling Stolen Goods,0,2016,5
E01001838,Hackney,Criminal Damage,Other Criminal Damage,0,2016,4
E01004188,Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,2
E01003535,Newham,Theft and Handling,Theft From Shops,0,2016,10
E01001404,Enfield,Criminal Damage,Criminal Damage To Dwelling,1,2016,7
E01004043,Southwark,Violence Against the Person,Offensive Weapon,0,2016,7
E01002692,Hounslow,Violence Against the Person,Assault with Injury,0,2016,4
E01000217,Barnet,Theft and Handling,Theft From Motor Vehicle,2,2016,9
E01001832,Hackney,Theft and Handling,Other Theft,2,2016,5
E01002967,Kingston upon Thames,Criminal Damage,Other Criminal Damage,0,2016,7
E01032565,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,2
E01000244,Barnet,Theft and Handling,Other Theft Person,0,2016,8
E01003633,Newham,Theft and Handling,Theft From Shops,0,2016,9
E01000986,Croydon,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,9
E01000267,Barnet,Theft and Handling,Handling Stolen Goods,0,2016,6
E01033589,Redbridge,Violence Against the Person,Assault with Injury,6,2016,2
E01003756,Redbridge,Theft and Handling,Theft From Motor Vehicle,3,2016,6
E01033030,Hounslow,Robbery,Business Property,0,2016,2
E01001811,Hackney,Violence Against the Person,Assault with Injury,2,2016,9
E01000935,Camden,Burglary,Burglary in a Dwelling,0,2016,9
E01002293,Havering,Criminal Damage,Criminal Damage To Dwelling,0,2016,12
E01003387,Merton,Burglary,Burglary in Other Buildings,1,2016,6
E01004723,Westminster,Violence Against the Person,Common Assault,2,2016,2
E01004341,Waltham Forest,Criminal Damage,Other Criminal Damage,0,2016,4
E01003517,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,1
E01000288,Barnet,Theft and Handling,Theft From Motor Vehicle,0,2016,5
E01002473,Hillingdon,Drugs,Drug Trafficking,0,2016,4
E01004046,Southwark,Violence Against the Person,Wounding/GBH,0,2016,3
E01002065,Haringey,Drugs,Drug Trafficking,0,2016,11
E01033578,Newham,Other Notifiable Offences,Going Equipped,1,2016,7
E01002733,Islington,Violence Against the Person,Harassment,2,2016,10
E01001825,Hackney,Theft and Handling,Theft From Shops,0,2016,5
E01001681,Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,6
E01002376,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,12
